source_row,set,bin,k,q_squared,x_b,t,phi_deg,phi,unp_beam_unp_target_xsec,unp_beam_unp_target_xsec_err,unp_beam_unp_target_xsec_errstat,unp_beam_unp_target_xsec_errsyst_plus,unp_beam_unp_target_xsec_errsyst_minus,xsec_diff,xsec_diff_err,xsec_diff_errstat,xsec_diff_errsyst_plus,xsec_diff_errsyst_minus,bsa_from_central_values,experiment_year,experiment,link,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS
1704,89,2,5.75,2.08,0.301,-0.12,37.4,0.6527531402458794,0.2634,0.119361342150631,0.0533,0.1068,0.1068,0.0057,0.0798075810935277,0.0645,0.047,0.047,0.02164009111617312,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
1705,89,3,5.75,2.08,0.301,-0.12,52.37,0.9140289292694305,0.2313,0.08492708637413625,0.0606,0.0595,0.0595,0.0961,0.0937750499866569,0.074,0.0576,0.0576,0.4154777345438824,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
1706,89,4,5.75,2.08,0.301,-0.12,307.63,-0.9140289292694305,0.2116,0.07535947186651457,0.0713,0.0244,0.0244,-0.0638,0.12494674865717795,0.088,0.0887,0.0887,-0.30151228733459357,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
1707,89,5,5.75,2.08,0.301,-0.12,322.6,-0.6527531402458788,0.2617,0.13130788247473948,0.0576,0.118,0.118,-0.0541,0.07422162757579491,0.0702,0.0241,0.0241,-0.20672525792892626,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
1708,89,6,5.75,2.08,0.301,-0.12,337.57,-0.39147735122232924,0.2614,0.06774075582690231,0.054,0.0409,0.0409,0.059,0.06732941407735553,0.0659,0.0138,0.0138,0.22570772762050495,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
1709,89,7,5.75,2.08,0.301,-0.12,352.52,-0.13055062804917617,0.1914,0.09788912094814213,0.0482,0.0852,0.0852,-0.0529,0.08315683976679249,0.0591,0.0585,0.0585,-0.2763845350052247,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
1710,90,0,5.75,2.1,0.304,-0.15,7.45,0.13002702927357734,0.2314,0.030901456276363416,0.0249,0.0183,0.0183,0.0006,0.030869078379504627,0.0303,0.0059,0.0059,0.0025929127052722557,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1711,90,1,5.75,2.1,0.304,-0.15,22.37,0.3904301536711316,0.2462,0.0326712411763006,0.0246,0.0215,0.0215,-0.0215,0.03349776111921511,0.0301,0.0147,0.0147,-0.08732737611697806,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1712,90,2,5.75,2.1,0.304,-0.15,37.3,0.6510078109938852,0.1792,0.0274,0.0176,0.021,0.021,0.0121,0.0242886804911259,0.0215,0.0113,0.0113,0.06752232142857142,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1713,90,3,5.75,2.1,0.304,-0.15,52.26,0.9121090670922365,0.1731,0.03347715639058969,0.0174,0.0286,0.0286,0.0317,0.023613555429032707,0.0212,0.0104,0.0104,0.18313113807047948,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1714,90,4,5.75,2.1,0.304,-0.15,67.24,1.1735593890409874,0.1519,0.029720026917888213,0.0202,0.0218,0.0218,0.0428,0.033818633916821654,0.0247,0.0231,0.0231,0.281764318630678,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1715,90,5,5.75,2.1,0.304,-0.15,82.24,1.4353587768401368,0.15,0.04735620339512026,0.035,0.0319,0.0319,0.0547,0.04522167621838005,0.0428,0.0146,0.0146,0.3646666666666667,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1716,90,6,5.75,2.1,0.304,-0.15,277.76,-1.4353587768401368,0.1673,0.08228760538501531,0.0366,0.0737,0.0737,-0.0679,0.04897029711978476,0.0447,0.02,0.02,-0.40585774058577406,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1717,90,7,5.75,2.1,0.304,-0.15,292.76,-1.1735593890409874,0.1623,0.0530849319487178,0.028,0.0451,0.0451,-0.0077,0.03682458417959394,0.0343,0.0134,0.0134,-0.0474430067775724,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1718,90,8,5.75,2.1,0.304,-0.15,307.74,-0.9121090670922365,0.2026,0.05241574191023151,0.023,0.0471,0.0471,-0.0406,0.02865257405539684,0.0281,0.0056,0.0056,-0.20039486673247778,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1719,90,9,5.75,2.1,0.304,-0.15,322.7,-0.6510078109938852,0.2061,0.027162105956644818,0.0197,0.0187,0.0187,-0.0183,0.02998216136305053,0.0242,0.0177,0.0177,-0.08879184861717612,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1720,90,10,5.75,2.1,0.304,-0.15,337.63,-0.3904301536711316,0.2398,0.02690074348414928,0.0206,0.0173,0.0173,-0.0909,0.029957970558767828,0.0252,0.0162,0.0162,-0.3790658882402001,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1721,90,11,5.75,2.1,0.304,-0.15,352.55,-0.13002702927357834,0.244,0.030600816982557833,0.0235,0.0196,0.0196,-0.0146,0.029848450546050124,0.0287,0.0082,0.0082,-0.05983606557377049,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175
1722,91,0,5.75,2.1,0.304,-0.2,7.42,0.12950343049797902,0.2543,0.03079756483879854,0.024,0.0193,0.0193,0.0059,0.031286578592105596,0.0294,0.0107,0.0107,0.023200943767204087,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1723,91,1,5.75,2.1,0.304,-0.2,22.29,0.38903389026953594,0.233,0.027780028797681256,0.0222,0.0167,0.0167,-0.0125,0.029285149820344098,0.0271,0.0111,0.0111,-0.0536480686695279,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1724,91,2,5.75,2.1,0.304,-0.2,37.2,0.6492624817418904,0.1894,0.025918719104153276,0.0173,0.0193,0.0193,0.0181,0.022694713040706197,0.0212,0.0081,0.0081,0.0955649419218585,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1725,91,3,5.75,2.1,0.304,-0.2,52.16,0.9103637378402423,0.1578,0.020745360927204907,0.0154,0.0139,0.0139,0.0324,0.019331063085097,0.0188,0.0045,0.0045,0.20532319391634982,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1726,91,4,5.75,2.1,0.304,-0.2,67.15,1.1719885927141924,0.1126,0.02090287061625747,0.0138,0.0157,0.0157,0.0239,0.021200235847744713,0.0169,0.0128,0.0128,0.21225577264653642,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1727,91,5,5.75,2.1,0.304,-0.2,82.16,1.4339625134385405,0.0961,0.016815469068687916,0.015,0.0076,0.0076,0.0335,0.021592822881689185,0.0184,0.0113,0.0113,0.3485952133194589,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1728,91,6,5.75,2.1,0.304,-0.2,97.19,1.6962855000132888,0.0847,0.025787012234844114,0.0164,0.0199,0.0199,-0.008,0.021219095173922946,0.0201,0.0068,0.0068,-0.09445100354191263,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1729,91,7,5.75,2.1,0.304,-0.2,112.23,1.9587830195132363,0.0506,0.014302447343024901,0.0134,0.005,0.005,0.0199,0.01765106229097841,0.0166,0.006,0.006,0.3932806324110672,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1730,91,8,5.75,2.1,0.304,-0.2,127.28,2.221455071938382,0.0604,0.02023709465313635,0.0173,0.0105,0.0105,-0.0045,0.022516216378423794,0.0213,0.0073,0.0073,-0.07450331125827814,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1731,91,9,5.75,2.1,0.304,-0.2,142.33,2.48412712436353,0.0733,0.03932759845197772,0.0271,0.0285,0.0285,-0.0286,0.05537977970342605,0.0344,0.0434,0.0434,-0.39017735334242837,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1732,91,10,5.75,2.1,0.304,-0.2,157.4,2.7471482426390743,0.0495,0.05031997615261756,0.0263,0.0429,0.0429,0.0384,0.035163901945034486,0.0323,0.0139,0.0139,0.7757575757575756,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1733,91,11,5.75,2.1,0.304,-0.2,202.6,-2.7471482426390743,0.0418,0.020779316639389277,0.0193,0.0077,0.0077,0.0305,0.028217193340231414,0.0239,0.015,0.015,0.729665071770335,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1734,91,12,5.75,2.1,0.304,-0.2,217.67,-2.48412712436353,0.0407,0.017805897899291684,0.0157,0.0084,0.0084,-0.0219,0.01976689151080665,0.0192,0.0047,0.0047,-0.538083538083538,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1735,91,13,5.75,2.1,0.304,-0.2,247.77,-1.9587830195132363,0.0543,0.023124878378058555,0.015,0.0176,0.0176,-0.0263,0.023707593720156416,0.0186,0.0147,0.0147,-0.4843462246777164,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1736,91,14,5.75,2.1,0.304,-0.2,262.81,-1.6962855000132888,0.0705,0.01814662503056698,0.0119,0.0137,0.0137,-0.0193,0.021660101569475614,0.0146,0.016,0.016,-0.273758865248227,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1737,91,15,5.75,2.1,0.304,-0.2,277.84,-1.4339625134385416,0.1021,0.018006943105369107,0.0141,0.0112,0.0112,-0.038,0.018310925700247924,0.0173,0.006,0.006,-0.3721841332027424,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1738,91,16,5.75,2.1,0.304,-0.2,292.85,-1.171988592714192,0.1143,0.02617479703837262,0.0164,0.0204,0.0204,-0.0545,0.02315728826957077,0.0201,0.0115,0.0115,-0.4768153980752406,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1739,91,17,5.75,2.1,0.304,-0.2,307.84,-0.9103637378402427,0.1836,0.03293706119252293,0.0206,0.0257,0.0257,-0.0342,0.028312894588861805,0.0251,0.0131,0.0131,-0.18627450980392157,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1740,91,18,5.75,2.1,0.304,-0.2,322.8,-0.6492624817418904,0.2078,0.02294733099948663,0.0187,0.0133,0.0133,-0.0341,0.023461031520374376,0.0229,0.0051,0.0051,-0.16410009624639074,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1741,91,19,5.75,2.1,0.304,-0.2,337.71,-0.38903389026953544,0.2582,0.02733093485411723,0.0203,0.0183,0.0183,-0.0716,0.02924534150937547,0.0248,0.0155,0.0155,-0.2773044151820294,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1742,91,20,5.75,2.1,0.304,-0.2,352.58,-0.12950343049798052,0.2415,0.03062172431461037,0.0213,0.022,0.022,-0.0352,0.026420068130116547,0.0261,0.0041,0.0041,-0.14575569358178056,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.71119,1.3186,2.1375,141.89822,3.55512,1.64587,0,0,0.018591858
1743,92,0,5.75,2.1,0.304,-0.26,7.38,0.12880529879718144,0.2584,0.031863615614051086,0.0195,0.0252,0.0252,0.0004,0.024752373623553765,0.0238,0.0068,0.0068,0.001547987616099071,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1744,92,1,5.75,2.1,0.304,-0.26,22.19,0.38728856101754167,0.2298,0.03423799059524376,0.0182,0.029,0.029,0.019,0.024108089928486662,0.0222,0.0094,0.0094,0.08268059181897301,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1745,92,2,5.75,2.1,0.304,-0.26,37.09,0.6473426195646969,0.1533,0.017331185764395927,0.0126,0.0119,0.0119,0.0181,0.015733403954643763,0.0155,0.0027,0.0027,0.11806914546640576,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1746,92,3,5.75,2.1,0.304,-0.26,52.06,0.908618408588248,0.1554,0.018389671013914304,0.0127,0.0133,0.0133,0.032,0.018721645226849055,0.0155,0.0105,0.0105,0.2059202059202059,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1747,92,4,5.75,2.1,0.304,-0.26,67.07,1.1705923293125966,0.1008,0.013624243098242192,0.0111,0.0079,0.0079,0.0257,0.014596232390586278,0.0136,0.0053,0.0053,0.25496031746031744,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1748,92,5,5.75,2.1,0.304,-0.26,82.11,1.4330898488125443,0.0831,0.015768639763784318,0.0112,0.0111,0.0111,0.0228,0.0148771637081804,0.0137,0.0058,0.0058,0.2743682310469314,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1749,92,6,5.75,2.1,0.304,-0.26,97.15,1.6955873683124907,0.041,0.009529428104561154,0.0084,0.0045,0.0045,0.0276,0.010938464243210745,0.0106,0.0027,0.0027,0.673170731707317,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1750,92,7,5.75,2.1,0.304,-0.26,112.2,1.9582594207376376,0.0546,0.019200260414900628,0.0127,0.0144,0.0144,0.0155,0.01662077013859466,0.0155,0.006,0.006,0.2838827838827839,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1751,92,8,5.75,2.1,0.304,-0.26,127.26,2.2211060060879837,0.0712,0.045013997822899485,0.0249,0.0375,0.0375,0.0348,0.03495425582100126,0.0302,0.0176,0.0176,0.4887640449438202,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1752,92,9,5.75,2.1,0.304,-0.26,247.8,-1.9582594207376376,0.0267,0.013124404748406688,0.0085,0.01,0.01,-0.0107,0.017860011198204778,0.0107,0.0143,0.0143,-0.40074906367041196,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1753,92,10,5.75,2.1,0.304,-0.26,262.85,-1.6955873683124907,0.0471,0.012806248474865698,0.008,0.01,0.01,-0.0242,0.01086876257906115,0.0098,0.0047,0.0047,-0.5138004246284501,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1754,92,11,5.75,2.1,0.304,-0.26,277.89,-1.4330898488125443,0.0794,0.013594851966829209,0.0101,0.0091,0.0091,-0.0142,0.013473678042761747,0.0123,0.0055,0.0055,-0.1788413098236776,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1755,92,12,5.75,2.1,0.304,-0.26,292.93,-1.1705923293125966,0.0699,0.011646887996370533,0.0107,0.0046,0.0046,-0.0158,0.01691449082887215,0.0131,0.0107,0.0107,-0.22603719599427755,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1756,92,13,5.75,2.1,0.304,-0.26,307.94,-0.908618408588248,0.1138,0.018880942773071476,0.0132,0.0135,0.0135,-0.0187,0.01721685220939066,0.0161,0.0061,0.0061,-0.16432337434094904,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1757,92,14,5.75,2.1,0.304,-0.26,322.91,-0.6473426195646964,0.1781,0.02537971631047124,0.0138,0.0213,0.0213,-0.0423,0.018013605968822566,0.0168,0.0065,0.0065,-0.2375070185289163,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1758,92,15,5.75,2.1,0.304,-0.26,337.81,-0.38728856101754267,0.2212,0.019897989848223364,0.0148,0.0133,0.0133,-0.0028,0.018515398996510987,0.0181,0.0039,0.0039,-0.012658227848101266,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1759,92,16,5.75,2.1,0.304,-0.26,352.62,-0.12880529879718144,0.2657,0.02556188568944005,0.0171,0.019,0.019,-0.0196,0.022580744009000234,0.021,0.0083,0.0083,-0.07376740684983063,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.70865,1.10638,1.9901,110.62698,3.16296,1.54488,0,0,0.016047962
1760,93,0,5.75,2.1,0.304,-0.34,7.42,0.12950343049797902,0.2427,0.021808255317654367,0.0162,0.0146,0.0146,-0.007,0.020200000000000003,0.0198,0.004,0.004,-0.028842192006592503,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1761,93,1,5.75,2.1,0.304,-0.34,22.04,0.3846705671395501,0.1937,0.01958800653461194,0.014,0.0137,0.0137,0.0401,0.017608236708995025,0.0171,0.0042,0.0042,0.20702116675271034,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1762,93,2,5.75,2.1,0.304,-0.34,36.94,0.6447246256867053,0.1446,0.014148498153514386,0.0103,0.0097,0.0097,0.0324,0.01334541119636259,0.0127,0.0041,0.0041,0.22406639004149376,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1763,93,3,5.75,2.1,0.304,-0.34,51.95,0.906698546411054,0.1047,0.010640018796975879,0.0085,0.0064,0.0064,0.034,0.01097314904665019,0.0104,0.0035,0.0035,0.3247373447946514,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1764,93,4,5.75,2.1,0.304,-0.34,66.99,1.1691960659110014,0.0733,0.010837435120913065,0.0081,0.0072,0.0072,0.0117,0.01037400597647794,0.0099,0.0031,0.0031,0.15961800818553887,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1765,93,5,5.75,2.1,0.304,-0.34,82.05,1.4320426512613476,0.0463,0.011248555462813881,0.0077,0.0082,0.0082,0.0306,0.01139912277326637,0.0095,0.0063,0.0063,0.6609071274298056,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1766,93,6,5.75,2.1,0.304,-0.34,97.11,1.6948892366116937,0.0354,0.012870508925446576,0.0073,0.0106,0.0106,0.0153,0.009889893831583835,0.009,0.0041,0.0041,0.43220338983050843,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1767,93,7,5.75,2.1,0.304,-0.34,112.18,1.957910354887239,0.0385,0.015508062419270822,0.0097,0.0121,0.0121,0.0259,0.014763468427168462,0.012,0.0086,0.0086,0.6727272727272727,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1768,93,8,5.75,2.1,0.304,-0.34,262.89,-1.6948892366116937,0.0256,0.010183319694480773,0.0059,0.0083,0.0083,-0.0127,0.00793095202355934,0.0073,0.0031,0.0031,-0.49609374999999994,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
1769,93,9,5.75,2.1,0.304,-0.34,277.95,-1.4320426512613476,0.0478,0.008640023148117138,0.0069,0.0052,0.0052,-0.0139,0.008728115489611719,0.0083,0.0027,0.0027,-0.29079497907949786,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.66215,0.87272,1.81615,85.17567,2.72028,1.41982,0,0,0.013466392
