source_row,set,bin,k,q_squared,x_b,t,phi_deg,phi,unp_beam_unp_target_xsec,unp_beam_unp_target_xsec_err,unp_beam_unp_target_xsec_errstat,unp_beam_unp_target_xsec_errsyst_plus,unp_beam_unp_target_xsec_errsyst_minus,xsec_diff,xsec_diff_err,xsec_diff_errstat,xsec_diff_errsyst_plus,xsec_diff_errsyst_minus,bsa_from_central_values,experiment_year,experiment,link,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS
3498,187,13,5.88,1.488,0.184,-0.203,232.8,-2.220058808536787,0.284512,0.03770459875532426,0.0288521,0.0242733,0.0242733,-0.0444763,0.02962489233617567,0.0232553,0.0183528,0.0183528,-0.1563248650320549,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.22862,1.3897,2.12975,247.55349,5.30957,2.12727,0,0,0.04934928
3499,187,14,5.88,1.488,0.184,-0.203,247.8,-1.9582594207376376,0.334776,0.04804138038451851,0.033267,0.0346595,0.0346595,-0.134472,0.030785529721932672,0.0281701,0.0124175,0.0124175,-0.4016775396085741,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.22862,1.3897,2.12975,247.55349,5.30957,2.12727,0,0,0.04934928
3500,187,15,5.88,1.488,0.184,-0.203,262.9,-1.6947147036864945,0.429924,0.0468628205323794,0.0338557,0.0324024,0.0324024,-0.0609948,0.02787415417957826,0.0269711,0.00703763,0.00703763,-0.1418734474000056,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.22862,1.3897,2.12975,247.55349,5.30957,2.12727,0,0,0.04934928
3501,187,16,5.88,1.487,0.184,-0.203,278.0,-1.4311699866353502,0.67346,0.06946697449651884,0.0469023,0.0512429,0.0512429,-0.148117,0.04011731187928723,0.0363261,0.0170239,0.0170239,-0.2199343687821103,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.22862,1.3897,2.12975,247.55349,5.30957,2.12727,0,0,0.04945701
3502,187,17,5.88,1.487,0.184,-0.203,293.0,-1.1693705988362009,0.748798,0.07563451822607188,0.049752,0.0569677,0.0569677,-0.224194,0.04592977129183206,0.0393654,0.0236624,0.0236624,-0.2994051800352031,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.22862,1.3897,2.12975,247.55349,5.30957,2.12727,0,0,0.04945701
3503,187,18,5.88,1.486,0.184,-0.204,308.1,-0.9058258817850566,1.59171,0.15380069248026812,0.0917871,0.123409,0.123409,-0.31611,0.1017712847171539,0.0691443,0.0746757,0.0746757,-0.19859773451194,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.22955,1.38451,2.12717,246.41595,5.29606,2.1241,0,0,0.049394377
3504,187,19,5.88,1.485,0.184,-0.204,323.0,-0.6457718232379019,2.0552,0.2139472226239219,0.0922943,0.193016,0.193016,-0.378973,0.08691849033134434,0.0699338,0.0516148,0.0516148,-0.18439713896457766,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.22955,1.38451,2.12717,246.41595,5.29606,2.1241,0,0,0.04950235
3505,188,0,5.88,1.486,0.185,-0.263,37.1,0.6475171524898962,1.52515,0.11464532096535819,0.0706655,0.090277,0.090277,0.256898,0.055738059541483864,0.0533704,0.0160727,0.0160727,0.16844113693735044,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24423,1.10691,1.98313,192.40594,4.55005,1.94124,0,0,0.040852323
3506,188,1,5.88,1.486,0.184,-0.262,51.8,0.9040805525330629,1.02187,0.08143772855685502,0.0475091,0.0661437,0.0661437,0.121232,0.03739358171504837,0.0355148,0.0117038,0.0117038,0.11863740006067308,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040888716
3507,188,2,5.88,1.487,0.184,-0.262,66.9,1.1676252695842066,0.453811,0.048216101729608954,0.0305706,0.0372858,0.0372858,0.0237963,0.02537696980941775,0.0240426,0.00812059,0.00812059,0.05243658703733492,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040799484
3508,188,3,5.88,1.488,0.184,-0.262,82.0,1.4311699866353502,0.37782,0.04243568227388362,0.0299837,0.0300294,0.0300294,0.107303,0.031045231701663945,0.0245079,0.019057,0.019057,0.2840056111375787,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3509,188,4,5.88,1.488,0.184,-0.262,97.1,1.6947147036864945,0.300346,0.03065888652413848,0.0240259,0.0190453,0.0190453,0.049328,0.0228073924912516,0.0191485,0.01239,0.01239,0.16423724637584652,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3510,188,5,5.88,1.488,0.184,-0.262,112.2,1.9582594207376376,0.171282,0.023019539597915507,0.0160219,0.0165287,0.0165287,0.0262785,0.015115275507145082,0.0138006,0.00616563,0.00616563,0.1534224261743791,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3511,188,6,5.88,1.488,0.184,-0.262,127.2,2.220058808536787,0.25257,0.03850356355261159,0.0291516,0.0251537,0.0251537,0.0554962,0.03234159077349165,0.024042,0.0216324,0.0216324,0.21972601654986737,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3512,188,7,5.88,1.489,0.184,-0.262,142.3,2.483603525587931,0.160696,0.029392434171058374,0.0208445,0.0207225,0.0207225,0.0334698,0.02842548735501293,0.0178951,0.0220856,0.0220856,0.208280230995171,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040621817
3513,188,8,5.88,1.489,0.184,-0.262,157.4,2.7471482426390743,0.124948,0.02108873793283989,0.0158302,0.0139334,0.0139334,-0.0100611,0.015437865288815031,0.0135223,0.00744816,0.00744816,-0.08052229727566668,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040621817
3514,188,9,5.88,1.489,0.184,-0.262,172.5,3.0106929596902186,0.135011,0.022450395439724442,0.0177096,0.0137982,0.0137982,0.0230731,0.01952187775906816,0.0145082,0.013062,0.013062,0.17089792683559119,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040621817
3515,188,10,5.88,1.489,0.184,-0.262,187.5,-3.0106929596902186,0.209902,0.04786745998964224,0.0418919,0.0231595,0.0231595,-0.0272762,0.035775102857329426,0.0350417,0.00720675,0.00720675,-0.12994730874408056,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040621817
3516,188,11,5.88,1.489,0.184,-0.262,202.6,-2.7471482426390743,0.170095,0.02329319076167969,0.0208185,0.0104481,0.0104481,-0.0294886,0.018479451560803963,0.0172876,0.00652909,0.00652909,-0.17336547223610335,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040621817
3517,188,12,5.88,1.489,0.184,-0.262,217.7,-2.483603525587931,0.181883,0.022907182580579395,0.0176753,0.0145713,0.0145713,-0.0336789,0.015059906891531569,0.0143365,0.00461146,0.00461146,-0.1851679376302348,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040621817
3518,188,13,5.88,1.488,0.184,-0.262,232.8,-2.220058808536787,0.187333,0.02748953470140955,0.0206391,0.0181577,0.0181577,-0.0227756,0.01987895604659611,0.0175288,0.00937625,0.00937625,-0.1215781522742923,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3519,188,14,5.88,1.488,0.184,-0.262,247.8,-1.9582594207376376,0.223142,0.04161514051075642,0.0249743,0.0332882,0.0332882,-0.029279,0.02096565010260593,0.0204532,0.00460707,0.00460707,-0.1312124118274462,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3520,188,15,5.88,1.488,0.184,-0.262,262.9,-1.6947147036864945,0.25233,0.028166093733601044,0.0208095,0.0189814,0.0189814,-0.0232072,0.01851525560450085,0.0170011,0.0073333,0.0073333,-0.0919716244600325,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3521,188,16,5.88,1.488,0.184,-0.262,278.0,-1.4311699866353502,0.309024,0.03085736085166714,0.0222433,0.0213872,0.0213872,-0.0190095,0.019907988034728673,0.0177835,0.00894847,0.00894847,-0.06151463963963963,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040710513
3522,188,17,5.88,1.487,0.184,-0.262,293.1,-1.167625269584206,0.482578,0.049083788194983484,0.0333866,0.0359799,0.0359799,-0.0362463,0.028888716346871488,0.0266751,0.0110904,0.0110904,-0.07510972319500682,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040799484
3523,188,18,5.88,1.486,0.184,-0.262,308.2,-0.9040805525330629,0.896217,0.07619917741944462,0.0510642,0.0565576,0.0565576,-0.217545,0.042620656171626456,0.0394059,0.0162387,0.0162387,-0.2427369710683908,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24969,1.11129,1.98545,194.26945,4.58041,1.94831,0,0,0.040888716
3524,188,19,5.88,1.486,0.185,-0.263,322.9,-0.6475171524898966,1.36954,5.59992152586498,0.0695186,5.59949,5.59949,-0.196224,2.7863295657025495,0.0527604,2.78583,2.78583,-0.14327730478846912,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.24423,1.10691,1.98313,192.40594,4.55005,1.94124,0,0,0.040852323
3525,189,0,5.88,1.486,0.185,-0.342,37.0,0.6457718232379019,1.19535,0.09451500213833781,0.06268,0.0707411,0.0707411,0.261375,0.05040057901224945,0.0477819,0.0160346,0.0160346,0.21865980675116078,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.19271,0.81095,1.8121,148.92003,3.76368,1.72641,0,0,0.03254209
3526,189,1,5.88,1.487,0.184,-0.341,51.7,0.9023352232810682,0.557466,0.04317585874583157,0.0270412,0.033659,0.033659,0.0443498,0.022480878250373138,0.0205232,0.00917541,0.00917541,0.07955606261189023,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.199,0.81365,1.81412,150.24572,3.78693,1.73205,0,0,0.032465857
3527,189,2,5.88,1.487,0.184,-0.341,66.8,1.1658799403322124,0.389085,0.0408664065307925,0.0301257,0.0276135,0.0276135,0.0916816,0.025598521456998254,0.0238777,0.00922712,0.00922712,0.2356338589254276,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.199,0.81365,1.81412,150.24572,3.78693,1.73205,0,0,0.032465857
3528,189,3,5.88,1.488,0.184,-0.341,82.0,1.4311699866353502,0.25907,0.030659782607187547,0.0244906,0.0184454,0.0184454,0.0465882,0.020263753903963597,0.0198963,0.00384148,0.00384148,0.17982861774809897,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.199,0.81365,1.81412,150.24572,3.78693,1.73205,0,0,0.032394946
3529,189,4,5.88,1.488,0.184,-0.34,97.1,1.6947147036864945,0.163882,0.01871482344292887,0.0156267,0.0102981,0.0102981,0.0110924,0.013956233192122438,0.0131166,0.00476773,0.00476773,0.06768528575438426,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.03248315
3530,189,5,5.88,1.489,0.184,-0.34,112.1,1.9565140914856438,0.128182,0.016346761875368467,0.012521,0.0105091,0.0105091,0.0120553,0.014146156843878129,0.0105625,0.00940996,0.00940996,0.09404830631445914,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3531,189,6,5.88,1.489,0.184,-0.34,127.2,2.220058808536787,0.0980256,0.022226696850634373,0.0130917,0.017962,0.017962,0.0306997,0.014166399949020218,0.011789,0.00785534,0.00785534,0.31318043449874317,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3532,189,7,5.88,1.489,0.184,-0.34,142.3,2.483603525587931,0.118775,0.03570778656147704,0.0217824,0.0282944,0.0282944,0.0269287,0.01966870491998901,0.0188225,0.00570714,0.00570714,0.22672026941696483,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3533,189,8,5.88,1.489,0.184,-0.34,157.4,2.7471482426390743,0.0612371,0.015152054527211812,0.0124094,0.00869434,0.00869434,0.0176222,0.012630082927158476,0.0115627,0.00508163,0.00508163,0.287769995639898,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3534,189,9,5.88,1.489,0.184,-0.34,172.5,3.0106929596902186,0.0682383,0.015390343675551888,0.0144192,0.00538046,0.00538046,0.0151972,0.013995389864165986,0.0131249,0.0048588,0.0048588,0.22270777554540483,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3535,189,10,5.88,1.489,0.184,-0.34,187.5,-3.0106929596902186,0.0804228,0.06340988562124994,0.0220481,0.0594533,0.0594533,-0.00802655,0.020058468936027994,0.0196948,0.00380224,0.00380224,-0.0998044087000204,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3536,189,11,5.88,1.489,0.184,-0.34,202.6,-2.7471482426390743,0.0954823,0.020005509706078475,0.0166632,0.0110706,0.0110706,-0.010896,0.015458637511245937,0.0145962,0.00509121,0.00509121,-0.11411539102011575,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3537,189,12,5.88,1.489,0.184,-0.34,217.7,-2.483603525587931,0.104906,0.015849437057523525,0.0136349,0.00808048,0.00808048,-0.0270735,0.014047228019705526,0.0118653,0.00751926,0.00751926,-0.25807389472480124,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3538,189,13,5.88,1.489,0.184,-0.34,232.8,-2.220058808536787,0.104819,0.013799385490031794,0.0115922,0.00748625,0.00748625,-0.0170602,0.012302372816302552,0.00971203,0.00755148,0.00755148,-0.16275866016657287,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3539,189,14,5.88,1.489,0.184,-0.34,247.9,-1.9565140914856438,0.110471,0.02219918482917785,0.0129672,0.0180182,0.0180182,-0.0273128,0.013640013072633033,0.0113775,0.00752346,0.00752346,-0.2472395470304424,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.032412264
3540,189,15,5.88,1.488,0.184,-0.34,262.9,-1.6947147036864945,0.206697,0.027187426520544383,0.02087,0.0174241,0.0174241,-0.054412,0.017880799763905976,0.0173984,0.00412537,0.00412537,-0.26324523336090994,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.20005,0.81696,1.81615,150.68197,3.79587,1.73463,0,0,0.03248315
3541,189,16,5.88,1.488,0.184,-0.341,278.0,-1.4311699866353502,0.277298,0.03099471069537511,0.0257022,0.0173225,0.0173225,-0.0459535,0.02237480397640167,0.0209558,0.00784132,0.00784132,-0.16571882956242023,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.199,0.81365,1.81412,150.24572,3.78693,1.73205,0,0,0.032394946
3542,189,17,5.88,1.487,0.184,-0.341,293.2,-1.1658799403322124,0.306109,0.03070220548185423,0.0231713,0.0201424,0.0201424,-0.0281564,0.018632708957703924,0.0182398,0.00380625,0.00380625,-0.09198161439225896,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.199,0.81365,1.81412,150.24572,3.78693,1.73205,0,0,0.032465857
3543,189,18,5.88,1.487,0.184,-0.341,308.3,-0.9023352232810682,0.60408,0.06075915657256937,0.0384046,0.0470825,0.0470825,-0.120062,0.03572322661378728,0.0297111,0.0198343,0.0198343,-0.19875182095086746,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.199,0.81365,1.81412,150.24572,3.78693,1.73205,0,0,0.032465857
3544,189,19,5.88,1.486,0.185,-0.342,323.0,-0.6457718232379019,1.1944,0.10765845214789221,0.0701252,0.0816872,0.0816872,-0.155941,0.06015967870600706,0.0531925,0.0281024,0.0281024,-0.13056011386470195,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.19271,0.81095,1.8121,148.92003,3.76368,1.72641,0,0,0.03254209
3545,190,0,5.88,1.486,0.185,-0.449,36.6,0.6387905062299245,0.715606,0.06004165244111791,0.0363825,0.0477631,0.0477631,0.087108,0.0280096042324432,0.0272597,0.00643791,0.00643791,0.12172620128953643,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.04362,0.51264,1.61361,113.42549,2.94463,1.47287,0,0,0.024870701
3546,190,1,5.88,1.487,0.184,-0.448,51.6,0.900589894029074,0.297769,0.026407563889537407,0.0161807,0.0208697,0.0208697,0.0263773,0.012782049516118298,0.0124311,0.00297465,0.00297465,0.08858309629276385,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05004,0.51385,1.61531,114.3627,2.96104,1.47695,0,0,0.024784008
3547,190,2,5.88,1.488,0.184,-0.447,66.8,1.1658799403322124,0.221993,0.023459888579658684,0.0180009,0.0150444,0.0150444,0.0382079,0.0164605329078405,0.0144559,0.00787249,0.00787249,0.1721130846468132,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.024787953
3548,190,3,5.88,1.488,0.184,-0.447,81.9,1.4294246573833556,0.223873,0.030523520034556956,0.0272361,0.0137797,0.0137797,0.0188517,0.025748794288082695,0.0221552,0.0131205,0.0131205,0.08420711742818474,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.024787953
3549,190,4,5.88,1.488,0.184,-0.447,97.0,1.6929693744344996,0.105894,0.013743016642968167,0.01154,0.00746317,0.00746317,0.0186618,0.009827634559572309,0.00963466,0.00193797,0.00193797,0.17623094792906113,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.024787953
3550,190,5,5.88,1.489,0.184,-0.447,112.1,1.9565140914856438,0.0579954,0.00830736026906261,0.00674124,0.00485468,0.00485468,-0.00518481,0.006798494954980845,0.00599327,0.0032094,0.0032094,-0.08940036623594284,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3551,190,6,5.88,1.489,0.184,-0.447,127.2,2.220058808536787,0.0414588,0.009113173548495607,0.00696707,0.00587451,0.00587451,0.0404476,0.009679824620859616,0.00734085,0.00630959,0.00630959,0.9756095207772536,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3552,190,7,5.88,1.489,0.184,-0.447,142.3,2.483603525587931,0.0339362,0.011730880028476125,0.0111152,0.00375045,0.00375045,-0.0107812,0.012103470806442258,0.0109405,0.00517682,0.00517682,-0.31769025406498075,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3553,190,8,5.88,1.489,0.184,-0.447,157.4,2.7471482426390743,0.0465566,0.016792432131576416,0.0165111,0.00306094,0.00306094,-0.00789094,0.015719035560227256,0.0157123,0.000460117,0.000460117,-0.1694913288341503,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3554,190,9,5.88,1.489,0.184,-0.447,172.5,3.0106929596902186,0.0478106,0.03794390310563741,0.028732,0.0247833,0.0247833,-0.018593,0.028469982481385547,0.0284283,0.00154002,0.00154002,-0.38888865649040166,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3555,190,10,5.88,1.489,0.184,-0.447,187.5,-3.0106929596902186,0.171243,0.15636639354336979,0.141428,0.0666976,0.0666976,-0.0570812,0.13480706680719673,0.11752,0.0660454,0.0660454,-0.3333345012642852,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3556,190,11,5.88,1.489,0.184,-0.447,202.6,-2.7471482426390743,0.0357088,0.013510435193952858,0.0131957,0.0028992,0.0028992,-0.028567,0.01539702065826048,0.0134519,0.00749097,0.00749097,-0.7999988798279416,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3557,190,12,5.88,1.489,0.184,-0.447,217.7,-2.483603525587931,0.0394791,0.012343371564645537,0.00836473,0.0090769,0.0090769,-0.00563988,0.008608120672039862,0.00758238,0.0040752,0.0040752,-0.14285735997021207,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3558,190,13,5.88,1.489,0.184,-0.447,232.8,-2.220058808536787,0.0637464,0.012143484120552057,0.0109257,0.00530031,0.00530031,-0.0278789,0.015602332510877982,0.0101677,0.0118343,0.0118343,-0.4373407753222143,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3559,190,14,5.88,1.489,0.184,-0.447,247.9,-1.9565140914856438,0.074471,0.015970505427192968,0.0105654,0.0119762,0.0119762,-0.0124146,0.01142490548646246,0.00900645,0.00702939,0.00702939,-0.16670381759342565,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.02473374
3560,190,15,5.88,1.488,0.184,-0.447,263.0,-1.6929693744344996,0.0928379,0.015339373281852163,0.0108062,0.0108868,0.0108868,-0.0118802,0.010666488251341207,0.00962816,0.00459048,0.00459048,-0.12796713411225372,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.024787953
3561,190,16,5.88,1.488,0.184,-0.447,278.1,-1.4294246573833556,0.142844,0.017076426100329074,0.0142544,0.009403,0.009403,-0.044895,0.013080663631865165,0.0123968,0.0041741,0.0041741,-0.31429391504018367,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-3.05169,0.5162,1.61701,114.62173,2.96769,1.47915,0,0,0.024787953
