set,experiment,n_common,k,q_squared,x_b,t,xsec_surrogate_chi2,diff_surrogate_chi2,max_phi_gap_deg,both_phi_signs,interpolation_selected,interpolation_exclusion_reason,local_bkm_chi2,local_bkm_chi2_xsec,local_bkm_chi2_diff,local_jac_condition,extraction_selected,extraction_exclusion_reason
146,E00-110 Hall A,24,5.7572,2.084,0.4000000000000001,-0.324,0.79731782179286,0.6561185475572482,15.000000000000009,True,True,,0.2350185838866765,0.3090777252077629,0.16095944256559017,2.526690056757373,True,
147,E00-110 Hall A,24,5.7572,2.091,0.401,-0.371,0.5781155943777323,0.5151847746014117,15.000000000000009,True,True,,0.24498672234157862,0.251271075116752,0.23870236956640523,2.855110726840936,True,
148,E00-110 Hall A,24,5.7572,2.161,0.336,-0.171,1.3834576709154731,0.7022562239372885,15.000000000000009,True,True,,0.15661393365794177,0.2532925670448403,0.05993530027104324,1.2135679270253081,True,
149,E00-110 Hall A,24,5.7572,2.19,0.342,-0.231,1.301712568005011,1.1588575568913229,15.000000000000009,True,True,,0.22146396665675017,0.26391635090222515,0.17901158241127516,1.8718744667607201,True,
150,E00-110 Hall A,20,5.757199999999999,2.1910000000000003,0.34199999999999997,-0.32399999999999995,1.5449378003191074,0.8177618943350646,75.0,True,True,,0.23119866146209142,0.15678782193918514,0.3056095009849977,3.483607011598064,True,
151,E00-110 Hall A,20,5.757199999999999,2.1929999999999996,0.34199999999999997,-0.3710000000000001,0.5515899690552475,0.8478117008228656,75.0,True,True,,0.22319440825332132,0.10032052358581237,0.3460682929208302,4.672826348905163,True,
152,E00-110 Hall A,20,5.757199999999999,2.1940000000000004,0.343,-0.27800000000000014,1.5300157763269162,0.5737309588728113,75.0,True,True,,0.25679293878696696,0.1902579684833371,0.32332790909059694,2.6868386837695852,True,
153,E00-110 Hall A,24,5.7572,2.218,0.345,-0.17600000000000002,0.9289780544207543,0.6498120622884259,15.000000000000009,True,True,,0.25697941865159496,0.40273212849515655,0.11122670880803331,1.4092377120078605,True,
154,E00-110 Hall A,24,5.7572,2.318,0.363,-0.232,0.7146147166840575,0.7663376837300525,15.000000000000009,True,True,,0.5934027413638102,0.6380209023376017,0.5487845803900189,1.9124788777710626,True,
155,E00-110 Hall A,24,5.7572,2.348,0.36800000000000005,-0.279,1.6381569546652246,0.559192404787031,15.000000000000009,True,True,,0.5181282315160444,0.5233735935627303,0.5128828694693586,2.2046242015941293,True,
156,E00-110 Hall A,24,5.7572,2.36,0.371,-0.325,1.0248685659893477,1.0888418183394333,15.000000000000009,True,True,,0.4443237767182018,0.433428248696439,0.4552193047399647,2.5305173166354167,True,
157,E00-110 Hall A,24,5.7572,2.375,0.373,-0.37200000000000005,0.5162713796967547,1.0887911413154219,15.000000000000009,True,True,,0.43038617382899474,0.3570457699542904,0.5037265777036991,2.9075287135608,True,
158,e1-DVCS2 Hall B,16,5.88,1.128625,0.124125,-0.108,0.827098667398153,1.0409701679291326,134.39999999999995,True,False,angular_gap_too_large,,,,,False,
159,e1-DVCS2 Hall B,16,5.88,1.1292499999999999,0.12425,-0.15225,1.3279493615379763,1.2103423704941345,133.79999999999998,True,False,angular_gap_too_large,,,,,False,
160,e1-DVCS2 Hall B,15,5.879999999999999,1.1295999999999997,0.125,-0.20299999999999996,1.2812176112538662,0.867906537064353,133.79999999999998,True,False,angular_gap_too_large,,,,,False,
161,e1-DVCS2 Hall B,18,5.879999999999999,1.1300000000000001,0.125,-0.26133333333333336,1.3137548537326655,1.7304944719925548,104.2,True,False,angular_gap_too_large,,,,,False,
162,e1-DVCS2 Hall B,17,5.88,1.1305294117647058,0.125,-0.34,1.2342308615139757,0.6479905349675125,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
163,e1-DVCS2 Hall B,20,5.879999999999999,1.1302999999999999,0.125,-0.4465,1.6007148633641208,0.8534497010904871,75.0,True,True,,0.2528957461603047,0.3915225330872597,0.11426895923334976,1.7276607130027153,True,
164,e1-DVCS2 Hall B,20,5.879999999999999,1.1308,0.1251,-0.6041,1.4095218169281543,1.06491715318664,45.79999999999999,True,True,,0.3149795636431117,0.5798728325469903,0.05008629473923313,1.9122144108373549,True,
165,e1-DVCS2 Hall B,21,5.879999999999999,1.1311428571428568,0.12528571428571428,-0.8628571428571428,1.6544781679540412,1.0990861477206422,30.199999999999978,True,True,,0.22105567452059957,0.42175926137573744,0.020352087665461708,1.6406107191883759,True,
166,e1-DVCS2 Hall B,16,5.88,1.1306874999999998,0.12537500000000001,-1.3820000000000001,1.0080431699452086,1.416622995325177,90.39999999999998,True,False,angular_gap_too_large,,,,,False,
167,e1-DVCS2 Hall B,19,5.879999999999999,1.3003684210526316,0.15410526315789472,-0.10821052631578948,1.7312722637191158,1.4858765465907977,75.39999999999998,True,True,,0.521433063299625,0.9783896604004184,0.06447646619883156,1.9128666899130546,True,
168,e1-DVCS2 Hall B,18,5.879999999999999,1.300888888888889,0.154,-0.15266666666666667,2.140035072219072,1.3998272189614958,103.79999999999998,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
169,e1-DVCS2 Hall B,18,5.879999999999999,1.3014444444444444,0.154,-0.20299999999999999,1.7958351848865841,2.825126609845615,103.60000000000002,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
170,e1-DVCS2 Hall B,17,5.88,1.301764705882353,0.154,-0.2615882352941177,1.66702257345373,1.2571266518453843,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
171,e1-DVCS2 Hall B,16,5.88,1.302125,0.154,-0.340125,1.4554001535403467,1.2971944112387621,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
172,e1-DVCS2 Hall B,20,5.879999999999999,1.3024,0.15419999999999998,-0.44699999999999995,1.9803160554575356,1.4223324161883226,74.20000000000002,True,True,,0.5469269268944543,1.0208090574497954,0.07304479633911311,1.8461177474085344,True,
173,e1-DVCS2 Hall B,19,5.879999999999999,1.3028947368421053,0.15442105263157893,-0.6036315789473683,5.023142262570016,1.4715514233915343,73.0,True,False,xsec_surrogate_closure,,,,,False,
174,e1-DVCS2 Hall B,15,5.879999999999999,1.3019333333333336,0.15486666666666662,-0.868,1.7276008018407745,1.9286425002125367,135.79999999999998,True,False,angular_gap_too_large,,,,,False,
175,e1-DVCS2 Hall B,14,5.88,1.3031428571428572,0.1549285714285714,-1.3824285714285713,1.228186621293118,0.7066351734066638,105.6,True,False,angular_gap_too_large,,,,,False,
176,e1-DVCS2 Hall B,16,5.88,1.4245,0.155,-0.108,1.222211406104833,0.8331768191189148,134.0,True,False,angular_gap_too_large,,,,,False,
177,e1-DVCS2 Hall B,16,5.88,1.4255,0.155,-0.1525,1.0821087044249231,1.2994814581028302,134.0,True,False,angular_gap_too_large,,,,,False,
178,e1-DVCS2 Hall B,16,5.88,1.4257499999999999,0.155,-0.203,1.6758879800551583,3.421782297029069,133.79999999999998,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
179,e1-DVCS2 Hall B,18,5.879999999999999,1.426111111111111,0.15499999999999997,-0.26155555555555554,1.483859958258839,2.051533544828224,104.2,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
180,e1-DVCS2 Hall B,17,5.88,1.4265882352941175,0.155,-0.34,3.6492560657428093,1.131293502367688,118.59999999999995,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
181,e1-DVCS2 Hall B,18,5.879999999999999,1.4266666666666665,0.15533333333333335,-0.44633333333333336,1.1161598406286002,1.847543653174475,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
182,e1-DVCS2 Hall B,20,5.879999999999999,1.4269999999999998,0.15600000000000003,-0.6032999999999998,1.1512765567237329,1.411144015134521,73.39999999999998,True,True,,0.5613939717481858,1.0302600632228627,0.09252788027350889,1.9921290181778653,True,
183,e1-DVCS2 Hall B,22,5.879999999999999,1.4266363636363635,0.15590909090909094,-0.864,3.3248683399207817,1.5352201352044803,30.200000000000003,True,False,xsec_surrogate_closure,,,,,False,
184,e1-DVCS2 Hall B,13,5.88,1.4266153846153846,0.15599999999999997,-1.3802307692307692,1.4674329257332954,0.9248288898119821,150.89999999999995,True,False,angular_gap_too_large,,,,,False,
185,e1-DVCS2 Hall B,22,5.879999999999999,1.4858636363636364,0.18400000000000005,-0.1085,2.282354052960907,2.9267090650344953,30.09999999999996,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
186,e1-DVCS2 Hall B,22,5.879999999999999,1.4870909090909095,0.1841818181818182,-0.15309090909090908,1.6422736791367667,1.8470892777724643,45.599999999999966,True,True,,0.21581832166038203,0.11301757891374535,0.31861906440701876,1.7903316031429963,True,
187,e1-DVCS2 Hall B,20,5.879999999999999,1.4874,0.18400000000000002,-0.2032,2.090360194901582,1.7335030112280638,74.0,True,False,xsec_surrogate_closure,,,,,False,
188,e1-DVCS2 Hall B,20,5.879999999999999,1.4878,0.1841,-0.26210000000000006,1.5852405937819904,1.9031434557990934,74.20000000000002,True,True,,0.29651628416028164,0.35090557651665477,0.24212699180390856,1.6806019287978458,True,
189,e1-DVCS2 Hall B,20,5.879999999999999,1.4881000000000002,0.1841,-0.3405,1.6393096628782278,1.2443369620856026,74.0,True,True,,0.4854864677571399,0.784804627287468,0.18616830822681182,1.8240436947836132,True,
190,e1-DVCS2 Hall B,20,5.879999999999999,1.4882,0.1841,-0.4473,1.9543398033527517,1.710449273762102,73.20000000000003,True,True,,0.7994568016191415,1.456502180576284,0.142411422661999,1.9840407691099131,True,
191,e1-DVCS2 Hall B,14,5.88,1.4881428571428574,0.18500000000000003,-0.6042857142857142,1.1463282891484403,0.7565678447527457,105.59999999999997,True,False,angular_gap_too_large,,,,,False,
192,e1-DVCS2 Hall B,15,5.879999999999999,1.487866666666667,0.18486666666666668,-0.8667333333333332,2.256021248119139,0.8286213831463888,75.39999999999995,True,False,xsec_surrogate_closure,,,,,False,
193,e1-DVCS2 Hall B,9,5.88,1.4872222222222224,0.18511111111111112,-1.3815555555555556,1.662613394836159,0.7309097283129746,226.39999999999995,True,False,too_few_common_phi_points;angular_gap_too_large,,,,,False,
194,e1-DVCS2 Hall B,18,5.879999999999999,1.6703333333333334,0.185,-0.10833333333333334,0.9285652778894191,1.7146506523229723,104.60000000000001,True,False,angular_gap_too_large,,,,,False,
195,e1-DVCS2 Hall B,18,5.879999999999999,1.6706666666666665,0.185,-0.153,1.178538837155645,1.8587103470636706,104.60000000000001,True,False,angular_gap_too_large,,,,,False,
196,e1-DVCS2 Hall B,18,5.879999999999999,1.671111111111111,0.185,-0.20311111111111113,1.1152255701607554,1.1198149261878696,104.39999999999998,True,False,angular_gap_too_large,,,,,False,
197,e1-DVCS2 Hall B,17,5.88,1.6712352941176472,0.185,-0.262,1.6968314198059646,1.989718813129454,103.79999999999998,True,False,angular_gap_too_large,,,,,False,
198,e1-DVCS2 Hall B,18,5.879999999999999,1.671555555555556,0.185,-0.34011111111111114,1.4613188037247005,1.1042731832301182,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
199,e1-DVCS2 Hall B,18,5.879999999999999,1.6713333333333336,0.185,-0.44699999999999995,1.1355407010684506,0.9545474845017288,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
200,e1-DVCS2 Hall B,19,5.879999999999999,1.670578947368421,0.185,-0.6039999999999999,1.7997009606129528,1.5815400638637205,73.39999999999998,True,True,,0.7700833018399748,1.3549100082895114,0.18525659539043812,1.6789258394223812,True,
201,e1-DVCS2 Hall B,19,5.879999999999999,1.6676842105263159,0.185,-0.8723684210526317,2.3103983394374987,2.2254257751964603,75.39999999999999,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
202,e1-DVCS2 Hall B,16,5.88,1.6673749999999998,0.18562499999999998,-1.3792499999999999,1.3912091977675947,0.6080628816672917,75.39999999999993,True,True,,0.5341196250162812,1.065017343932992,0.003221906099570493,1.6722963453922153,True,
203,e1-DVCS2 Hall B,23,5.879999999999999,1.683695652173913,0.21382608695652178,-0.10899999999999999,2.5277631524532898,1.221923276941586,30.100000000000012,True,False,xsec_surrogate_closure,,,,,False,
204,e1-DVCS2 Hall B,24,5.88,1.6844999999999999,0.214,-0.15341666666666665,2.8466325452359045,1.5410462569064727,15.100000000000028,True,False,xsec_surrogate_closure,,,,,False,
205,e1-DVCS2 Hall B,22,5.879999999999999,1.6848181818181815,0.21400000000000005,-0.20327272727272724,1.9204965334692365,1.5134694730528897,44.79999999999999,True,True,,0.3506584904398801,0.18208254404254157,0.5192344368372187,1.8320146367778456,True,
206,e1-DVCS2 Hall B,20,5.879999999999999,1.6855999999999998,0.21400000000000002,-0.2622,1.9551566228639559,1.9067007125221713,73.60000000000002,True,True,,0.39755847788818494,0.3548663705445188,0.44025058523185123,1.8655043934893998,True,
207,e1-DVCS2 Hall B,19,5.879999999999999,1.685526315789474,0.2142105263157895,-0.34063157894736845,1.0230276411472687,1.2836495045106766,73.20000000000003,True,True,,0.5789987612229743,0.8902514710930469,0.2677460513529018,1.9421362145997996,True,
208,e1-DVCS2 Hall B,16,5.88,1.685,0.214625,-0.4475,0.8897152892868431,1.4662418265237553,75.39999999999999,True,True,,0.9989895133065257,1.8034960258945432,0.19448300071850816,1.9731613408361304,True,
209,e1-DVCS2 Hall B,13,5.88,1.6846923076923077,0.21499999999999997,-0.6050769230769231,0.9293534184352789,0.6483305437135022,120.69999999999995,True,False,angular_gap_too_large,,,,,False,
210,e1-DVCS2 Hall B,13,5.88,1.6824615384615385,0.21499999999999997,-0.8713846153846153,1.7235573739636612,2.2794724257925014,90.60000000000004,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
211,e1-DVCS2 Hall B,17,5.88,1.6822941176470587,0.21494117647058822,-1.3808235294117648,1.1792494298556022,0.9685972185054756,60.49999999999999,True,True,,0.37323067124814663,0.7422991315436155,0.00416221095267771,1.7540587805358112,True,
212,e1-DVCS2 Hall B,22,5.879999999999999,1.931,0.21490909090909094,-0.10854545454545454,1.8210330041808993,1.594569903769508,45.400000000000034,True,True,,0.42042492129231623,0.7241349976830256,0.11671484490160658,2.2918194396227816,True,
213,e1-DVCS2 Hall B,20,5.879999999999999,1.9325999999999997,0.215,-0.15309999999999999,0.9448886239243561,1.4989970428790629,75.8,True,True,,0.2572500334050857,0.33416070572270484,0.18033936108746654,2.0775314730936567,True,
214,e1-DVCS2 Hall B,18,5.879999999999999,1.9354444444444445,0.21499999999999997,-0.20311111111111113,2.104780225798068,2.206567820844855,104.0,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
215,e1-DVCS2 Hall B,18,5.879999999999999,1.935444444444444,0.21499999999999997,-0.26200000000000007,1.3335886447872085,1.0207655245419978,103.60000000000002,True,False,angular_gap_too_large,,,,,False,
216,e1-DVCS2 Hall B,17,5.88,1.9350588235294117,0.215,-0.34035294117647064,1.1577345482716512,1.2272048954539831,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
217,e1-DVCS2 Hall B,16,5.88,1.9348125,0.215,-0.447,1.0765803508838672,0.8647148299593264,103.39999999999998,True,False,angular_gap_too_large,,,,,False,
218,e1-DVCS2 Hall B,18,5.879999999999999,1.9329444444444444,0.21499999999999997,-0.6044444444444443,2.0490159033956905,1.1723596154021871,73.79999999999998,True,False,xsec_surrogate_closure,,,,,False,
219,e1-DVCS2 Hall B,18,5.879999999999999,1.9312222222222222,0.21499999999999997,-0.8682777777777777,1.897176175917428,1.1647126301770847,75.40000000000002,True,True,,0.21132786900178085,0.3245609474553246,0.09809479054823714,1.6680039341202486,True,
220,e1-DVCS2 Hall B,13,5.88,1.926769230769231,0.21538461538461545,-1.3778461538461537,2.454235465912284,1.068083086963455,165.79999999999995,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
221,e1-DVCS2 Hall B,23,5.879999999999999,1.8461739130434784,0.24391304347826084,-0.1093478260869565,9.184280127323886,1.426390706625139,29.99999999999998,True,False,xsec_surrogate_closure,,,,,False,
222,e1-DVCS2 Hall B,22,5.879999999999999,1.847227272727273,0.24399999999999994,-0.15354545454545454,2.3711349004039364,1.7850805542891983,30.100000000000012,True,False,xsec_surrogate_closure,,,,,False,
223,e1-DVCS2 Hall B,23,5.879999999999999,1.8475652173913044,0.24399999999999994,-0.2036086956521739,2.6987721724317835,1.3745153122363392,30.09999999999996,True,False,xsec_surrogate_closure,,,,,False,
224,e1-DVCS2 Hall B,24,5.88,1.8469166666666668,0.24441666666666664,-0.26258333333333334,2.0700386671161275,2.3553085462990673,15.100000000000028,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
225,e1-DVCS2 Hall B,19,5.879999999999999,1.8476315789473687,0.244578947368421,-0.3411578947368421,1.9062136203047435,1.095869971793517,59.09999999999999,True,True,,0.4488422123950993,0.6295855702586488,0.2680988545315498,2.7668891593711655,True,
226,e1-DVCS2 Hall B,13,5.88,1.8473846153846152,0.24453846153846148,-0.44807692307692315,1.8188996333957463,1.1363197950281347,120.69999999999992,True,False,angular_gap_too_large,,,,,False,
227,e1-DVCS2 Hall B,12,5.88,1.8467500000000001,0.24483333333333338,-0.6059166666666665,2.292598312745782,2.013812667259143,90.50000000000001,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
228,e1-DVCS2 Hall B,16,5.88,1.8445,0.245,-0.872,3.93958717231763,0.9798026920816447,60.30000000000002,True,False,xsec_surrogate_closure,,,,,False,
229,e1-DVCS2 Hall B,17,5.88,1.8435882352941175,0.24452941176470588,-1.3872941176470588,1.3981933556096904,0.963026522151281,75.69999999999999,True,True,,0.7304127425435127,1.4521758433113536,0.008649641775671856,1.9835660924774987,True,
230,e1-DVCS2 Hall B,22,5.879999999999999,2.1735909090909087,0.2445454545454545,-0.10927272727272724,1.2228395473463587,1.514047487155616,30.100000000000012,True,True,,5.116671289608108,9.997809082356893,0.23553349685932387,2.0517262152775926,False,H_dominance_BKM_closure
231,e1-DVCS2 Hall B,24,5.88,2.1675,0.245,-0.15325,1.6933196222309614,1.9539173511013248,15.200000000000012,True,True,,0.3455873813353893,0.3861672840482697,0.3050074786225088,2.232949104401208,True,
232,e1-DVCS2 Hall B,17,5.88,2.1773529411764705,0.245,-0.2032352941176471,1.7019564157163103,1.835842421827316,104.0,True,False,angular_gap_too_large,,,,,False,
233,e1-DVCS2 Hall B,20,5.879999999999999,2.1729999999999996,0.24500000000000002,-0.2622,2.471984712071359,1.6091730051528317,75.60000000000004,True,False,xsec_surrogate_closure,,,,,False,
234,e1-DVCS2 Hall B,20,5.879999999999999,2.1721999999999997,0.24509999999999996,-0.34060000000000007,1.6196214602130208,1.4208580080227162,76.20000000000002,True,True,,0.5921593324803769,0.8145565491441168,0.369762115816637,1.9937968431384847,True,
235,e1-DVCS2 Hall B,19,5.879999999999999,2.173631578947368,0.24500000000000002,-0.4473684210526316,2.070845590420371,1.4667426776822428,89.6,True,False,xsec_surrogate_closure,,,,,False,
236,e1-DVCS2 Hall B,19,5.879999999999999,2.1721052631578948,0.24500000000000002,-0.6050526315789474,2.812142274959251,1.2506433649106967,74.0,True,False,xsec_surrogate_closure,,,,,False,
237,e1-DVCS2 Hall B,16,5.88,2.1688125,0.245,-0.8694375,2.499123729993801,0.8740604882903528,75.39999999999999,True,False,xsec_surrogate_closure,,,,,False,
238,e1-DVCS2 Hall B,13,5.88,2.158615384615385,0.2450769230769231,-1.3788461538461538,0.8958814436639714,1.550592783414506,150.80000000000004,True,False,angular_gap_too_large,,,,,False,
239,e1-DVCS2 Hall B,17,5.88,1.9929411764705884,0.2735294117647059,-0.11029411764705882,18.490847747019668,1.6409239413666485,120.39999999999993,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
240,e1-DVCS2 Hall B,23,5.879999999999999,1.9974782608695651,0.27408695652173914,-0.15378260869565213,2.92403096514191,2.1606295683061054,30.100000000000012,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
241,e1-DVCS2 Hall B,23,5.879999999999999,1.9980434782608696,0.274304347826087,-0.20369565217391306,3.5671866899534166,1.156493004568315,30.100000000000012,True,False,xsec_surrogate_closure,,,,,False,
242,e1-DVCS2 Hall B,19,5.879999999999999,1.9978421052631585,0.2742631578947369,-0.26294736842105265,1.4824675039448985,1.422727289182206,90.39999999999998,True,False,angular_gap_too_large,,,,,False,
243,e1-DVCS2 Hall B,18,5.879999999999999,1.9967777777777778,0.2744444444444445,-0.342,3.7761478324586926,1.4488565027228073,105.59999999999997,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
244,e1-DVCS2 Hall B,15,5.879999999999999,1.9964666666666666,0.2747333333333334,-0.4487333333333333,2.3780586627755644,1.2901332294204881,75.39999999999993,True,False,xsec_surrogate_closure,,,,,False,
245,e1-DVCS2 Hall B,14,5.88,1.9940714285714287,0.27499999999999997,-0.6067142857142859,3.959452858933929,1.809083726600689,75.39999999999999,True,False,xsec_surrogate_closure,,,,,False,
246,e1-DVCS2 Hall B,17,5.88,1.9954705882352939,0.2748823529411765,-0.8725294117647059,2.253442309130439,1.9862746907432025,60.40000000000002,True,False,xsec_surrogate_closure,,,,,False,
247,e1-DVCS2 Hall B,13,5.88,1.990076923076923,0.27492307692307694,-1.401923076923077,0.6840336402999553,0.7598819022690066,75.9,True,True,,0.9708504207262787,1.9252534549637657,0.016447386488792053,1.9795382746551495,True,
248,e1-DVCS2 Hall B,15,5.879999999999999,2.4077333333333333,0.2736,-0.11080000000000001,7.85317509210918,1.8357879652275098,120.29999999999994,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
249,e1-DVCS2 Hall B,24,5.88,2.4124166666666667,0.27466666666666667,-0.15358333333333332,1.3829189032775016,1.2523233476909303,15.10000000000004,True,True,,3.3041223680475666,6.30363899933976,0.30460573675537217,2.3339346116185657,False,H_dominance_BKM_closure
250,e1-DVCS2 Hall B,21,5.879999999999999,2.4012857142857147,0.27490476190476204,-0.20347619047619053,6.368459017201489,2.4640589081750597,45.19999999999999,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
251,e1-DVCS2 Hall B,22,5.879999999999999,2.4038181818181816,0.27500000000000013,-0.2622727272727273,1.968509602862588,1.5467462999545907,45.400000000000034,True,True,,0.5851670651965698,0.5825583346216322,0.5877757957715073,3.2170870999100134,True,
252,e1-DVCS2 Hall B,20,5.879999999999999,2.4102,0.2750000000000001,-0.341,1.635270369316908,2.09618683835589,75.39999999999998,True,False,diff_surrogate_closure,,,,,False,
253,e1-DVCS2 Hall B,20,5.879999999999999,2.408,0.2750000000000001,-0.4476,3.554892610574465,2.162128480137677,75.20000000000002,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
254,e1-DVCS2 Hall B,15,5.879999999999999,2.4075333333333333,0.275,-0.6055333333333335,1.5121397484721275,0.8039868586954196,88.69999999999999,True,True,,0.5619041365757,0.9434980001557485,0.18031027299565158,2.337424655160635,True,
255,e1-DVCS2 Hall B,13,5.88,2.403153846153846,0.27499999999999997,-0.8673846153846154,1.8410359707523374,1.3610810144980552,105.39999999999996,True,False,angular_gap_too_large,,,,,False,
256,e1-DVCS2 Hall B,16,5.88,2.3911875,0.27525,-1.389125,1.9165470958550879,1.3115524898437645,90.59999999999995,True,False,angular_gap_too_large,,,,,False,
257,e1-DVCS2 Hall B,9,5.88,2.1442222222222225,0.301,-0.11799999999999998,7.953544094161078,1.531270871741753,225.3,True,False,too_few_common_phi_points;angular_gap_too_large;xsec_surrogate_closure,,,,,False,
258,e1-DVCS2 Hall B,17,5.88,2.1624117647058827,0.30405882352941177,-0.15441176470588236,3.889100287612941,1.1596649145507814,120.39999999999993,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
259,e1-DVCS2 Hall B,21,5.879999999999999,2.164904761904762,0.3043333333333334,-0.20395238095238097,3.863033181276463,1.3770257877855503,60.30000000000002,True,False,xsec_surrogate_closure,,,,,False,
260,e1-DVCS2 Hall B,20,5.879999999999999,2.1647999999999996,0.30440000000000006,-0.263,4.065787076137669,1.7477133686521942,75.39999999999999,True,False,xsec_surrogate_closure,,,,,False,
261,e1-DVCS2 Hall B,16,5.88,2.1639999999999997,0.304375,-0.342375,1.9159120063914195,2.412362032551515,135.60000000000002,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
262,e1-DVCS2 Hall B,17,5.88,2.161882352941176,0.3046470588235294,-0.4495294117647059,2.632733788594221,1.588738722752349,75.3,True,False,xsec_surrogate_closure,,,,,False,
263,e1-DVCS2 Hall B,18,5.879999999999999,2.1629444444444443,0.3048888888888889,-0.6072222222222223,0.9757281885189312,1.1613147681544937,45.300000000000004,True,True,,0.5569030714858144,1.0431307679985893,0.0706753749730399,1.6175697850540152,True,
264,e1-DVCS2 Hall B,16,5.88,2.1593125,0.305,-0.872375,3.2930148012316662,0.5813600828853906,46.20000000000002,True,False,xsec_surrogate_closure,,,,,False,
265,e1-DVCS2 Hall B,17,5.88,2.1554117647058826,0.3045882352941176,-1.4151764705882353,1.3733172099689936,0.5103315552417412,45.59999999999995,True,True,,0.8498859045650416,1.6568729699920097,0.04289883913807368,1.711671179609219,True,
266,e1-DVCS2 Hall B,11,5.880000000000001,2.6259090909090905,0.3008181818181818,-0.11872727272727274,14.43064847902262,2.506510110594689,195.20000000000007,True,False,too_few_common_phi_points;angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
267,e1-DVCS2 Hall B,20,5.879999999999999,2.6536999999999997,0.3042000000000001,-0.1543,1.3884568469075844,1.149060888276046,75.20000000000006,True,True,,2.9935917431178756,5.90162702792882,0.08555645830693247,1.7896356735279064,False,H_dominance_BKM_closure
268,e1-DVCS2 Hall B,24,5.88,2.6525,0.3045833333333334,-0.20366666666666666,1.773684669509451,1.4641251855332644,15.10000000000004,True,True,,0.5895995724637423,0.9922524133869653,0.186946731540519,1.9270391590289224,True,
269,e1-DVCS2 Hall B,23,5.879999999999999,2.6429130434782606,0.30473913043478257,-0.2624347826086956,3.4018011069105905,2.3868875631762934,30.100000000000012,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
270,e1-DVCS2 Hall B,19,5.879999999999999,2.6414736842105264,0.30499999999999994,-0.3411052631578948,3.255117936680115,2.4481863218178823,45.400000000000034,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
271,e1-DVCS2 Hall B,20,5.879999999999999,2.6497,0.30499999999999994,-0.4478,1.7372223145597274,1.2842893172742273,74.60000000000002,True,True,,0.24349888492885902,0.24279071968707133,0.24420705017064676,2.3387343349451792,True,
272,e1-DVCS2 Hall B,18,5.879999999999999,2.6468888888888884,0.30499999999999994,-0.6058888888888888,4.049095490976573,1.603523314680161,74.0,True,False,xsec_surrogate_closure,,,,,False,
273,e1-DVCS2 Hall B,12,5.88,2.6411666666666664,0.30500000000000005,-0.8686666666666666,3.975891531443447,0.7757445941608356,135.60000000000002,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
274,e1-DVCS2 Hall B,17,5.88,2.630529411764706,0.3045294117647059,-1.4041176470588235,2.4894254581835575,0.9517446320722317,60.00000000000001,True,False,xsec_surrogate_closure,,,,,False,
275,e1-DVCS2 Hall B,1,5.88,2.23,0.324,-0.127,5.046005417546625,1.7206303779009284,360.0,False,False,too_few_common_phi_points;does_not_cover_both_phi_signs;angular_gap_too_large;xsec_surrogate_closure,,,,,False,
276,e1-DVCS2 Hall B,14,5.88,2.287571428571429,0.3330000000000001,-0.15757142857142853,4.222522771562801,1.5441127871217113,165.39999999999998,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
277,e1-DVCS2 Hall B,18,5.879999999999999,2.2969999999999997,0.3343333333333333,-0.20411111111111113,1.7758144851720215,1.4131959229141653,105.39999999999996,True,False,angular_gap_too_large,,,,,False,
