set,n,chi2_per_point,pull_rms,median_abs_pull,max_abs_pull
51,18,0.8061443223461069,0.8978554016912227,0.8804570618029864,1.3481156489506456
52,18,0.9414904677676716,0.9703043170921541,0.6825098768276342,1.6989393992434383
53,24,1.1898691872425724,1.0908112518866737,0.859221630682779,2.224692085795416
54,24,0.9751560849084647,0.9874999164093456,0.6166577254398389,2.2554881974085794
55,24,0.7666951046140097,0.8756112748326221,0.4938495588098871,2.572406344775144
56,22,0.8967557703474287,0.9469718952257393,0.6843947431229316,2.568505253142341
57,19,0.2949182694836202,0.543063780309109,0.41890532131950464,0.9205295980341125
58,15,1.0531872994658316,1.0262491410304964,0.8860107484700491,1.891555906058642
59,21,1.458371252982487,1.2076304289734037,0.9288125077935039,2.79350475341915
60,20,0.5570198060716456,0.7463375952420229,0.5751787296540607,1.6859156334266499
61,18,0.6359416416286648,0.7974594921553476,0.4984948969886701,1.834563082808794
62,18,0.4543628692950661,0.6740644400167287,0.5314268938157147,1.5307477730294172
63,18,0.46565245361341595,0.6823873193527382,0.4795180714971454,1.2335528195148089
64,19,0.6431813543449729,0.8019858816369356,0.5295519276462093,1.7833469780554827
65,19,0.9376025982884603,0.9682988166307239,0.6049808023108731,2.1811129515608236
66,24,0.4069907392152003,0.6379582582075416,0.4099330849347025,1.3714032306061201
67,23,1.0519596996744425,1.025650866364594,0.8645559396636364,1.8215930149042598
68,24,0.585103224470901,0.7649204040100519,0.46935937836811265,1.850393972006292
69,19,0.805409759114899,0.8974462430223322,0.5312093604531197,1.9822601900634103
70,13,0.708316371818058,0.8416153348282445,0.43612438260664843,1.7858772627757589
71,24,1.5584292408000484,1.248370634387099,1.1645313946879465,2.1101217119544664
72,24,0.8377166268881298,0.9152686091460418,0.7352802515719491,1.6942612480954076
73,20,0.5683886480926316,0.7539155444031059,0.6037248351691904,1.4567695304782584
74,20,0.32216089600020464,0.5675921916307558,0.4673403505615662,1.2591244455859931
75,20,0.8068276344120227,0.8982358456508083,0.7224101274695762,1.885808974247919
76,19,0.8219859177506477,0.9066343903419105,0.5085982156486645,2.2600627295655356
77,14,1.5221695925489882,1.2337623728048235,0.7202525816634063,2.4583889852286127
78,16,0.5373192605719304,0.7330206413000457,0.5629452309311467,1.9592514289690401
79,22,0.7886819836139961,0.8880776900778423,0.5303742532272178,2.1597660294621597
80,19,0.6969378777706522,0.8348280528172566,0.6997813296154469,1.4922245516094763
81,18,0.7511936786050405,0.8667143004502929,0.6981041899507588,2.146524038156892
82,14,0.7650827390431811,0.8746900817107629,0.3804584378507925,2.4784794833258044
83,13,2.92750228515088,1.710994531011388,1.4316144673305229,2.5835377987500805
